trigger,match_type,promote_url,previous_promote_url,source,target_current_rank,current_top_result,priority,promotion_needed,disambiguated,url_level_original,rule_applied,change_note
interdisciplinary studies sports and society ba,exact,https://www.arizona.edu/degree-search/majors/interdisciplinary-studies-sports-and-society-emphasis-ba,https://www.arizona.edu/degree-search/majors/interdisciplinary-studies-sports-and-society-emphasis-ba,metadata,absent,https://arizonawildcats.com/,P1 all results off-topic,yes,yes,EMPHASIS,Rule 2 — specific entity (kept),
international security studies university of arizona,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/international-security-studies-gc,ahrefs,absent,https://international.arizona.edu/study-abroad,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/international-security-studies-gc
international security studies university of arizona ma,exact,https://www.arizona.edu/degree-search/majors/international-security-studies-ma,https://www.arizona.edu/degree-search/majors/international-security-studies-ma,ahrefs,absent,https://international.arizona.edu/study-abroad,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
is business a humanities major,exact,https://www.arizona.edu/degree-search/majors/applied-humanities-business-administration-emphasis,https://www.arizona.edu/degree-search/majors/applied-humanities-business-administration-emphasis,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
is business economics a good major,exact,https://www.arizona.edu/degree-search/majors/business-economics,https://www.arizona.edu/degree-search/majors/business-economics,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
is economics a business degree,exact,https://www.arizona.edu/degree-search/majors/business-economics,https://www.arizona.edu/degree-search/majors/business-economics,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
is medicine a major,exact,https://www.arizona.edu/degree-search/majors/medicine-basic-medical-sciences-emphasis,https://www.arizona.edu/degree-search/majors/medicine-basic-medical-sciences-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
ista arizona,exact,https://www.arizona.edu/degree-search/majors/information-science-and-arts,https://www.arizona.edu/degree-search/majors/information-science-and-arts,ahrefs,absent,https://www.arizona.edu/admissions,"P2 relevant buried, target absent",yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
italian studies,exact,https://www.arizona.edu/degree-search/majors/italian-italian-studies-emphasis,https://www.arizona.edu/degree-search/majors/italian-italian-studies-emphasis,metadata,absent,https://humanities.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
japanese culture,exact,https://www.arizona.edu/degree-search/majors/east-asian-studies-japanese-culture-emphasis,https://www.arizona.edu/degree-search/majors/east-asian-studies-japanese-culture-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/east-asian-studies-japanese-culture-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
japanese language,exact,https://www.arizona.edu/degree-search/majors/east-asian-studies-japanese-language-emphasis,https://www.arizona.edu/degree-search/majors/east-asian-studies-japanese-language-emphasis,metadata,2,https://marketing.humanities.arizona.edu/events/japanese-language-program-career-info-session,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
jazz studies,exact,https://www.arizona.edu/degree-search/majors/performance-jazz-studies-emphasis,https://www.arizona.edu/degree-search/majors/performance-jazz-studies-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/performance-jazz-studies-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
journalism,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/journalism-ma,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/journalism-ma
journalism broadcast journalism,exact,https://www.arizona.edu/degree-search/majors/journalism-broadcast-journalism-emphasis,https://www.arizona.edu/degree-search/majors/journalism-broadcast-journalism-emphasis,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
journalism digital journalism,exact,https://www.arizona.edu/degree-search/majors/journalism-digital-journalism-emphasis,https://www.arizona.edu/degree-search/majors/journalism-digital-journalism-emphasis,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
journalism general journalism,exact,https://www.arizona.edu/degree-search/majors/journalism-general-journalism-emphasis,https://www.arizona.edu/degree-search/majors/journalism-general-journalism-emphasis,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
journalism global journalism,exact,https://www.arizona.edu/degree-search/majors/journalism-global-journalism-emphasis,https://www.arizona.edu/degree-search/majors/journalism-global-journalism-emphasis,metadata,absent,https://international.arizona.edu/study-abroad,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
judaic studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/judaic-studies,metadata,absent,https://judaic.arizona.edu/minor,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/judaic-studies
kinesiology university of arizona,exact,https://www.arizona.edu/degree-search/majors/physiology-and-medical-sciences-exercise-and-extreme-physiology-emphasis,https://www.arizona.edu/degree-search/majors/physiology-and-medical-sciences-exercise-and-extreme-physiology-emphasis,ahrefs,absent,https://www.arizona.edu/admissions,P1 all results off-topic,yes,,EMPHASIS,Rule 2 — specific entity (kept),
landscape architecture,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/landscape-architecture,metadata,absent,https://capla.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/landscape-architecture
landscape architecture bla,exact,https://www.arizona.edu/degree-search/majors/landscape-architecture-bla,https://www.arizona.edu/degree-search/majors/landscape-architecture-bla,metadata,absent,https://capla.arizona.edu/,"P2 relevant buried, target absent",yes,yes,UG,Rule 2 — specific entity (kept),
landscape architecture masters landscape architecture,exact,https://www.arizona.edu/degree-search/majors/landscape-architecture-mla,https://www.arizona.edu/degree-search/majors/landscape-architecture-mla,metadata,absent,https://capla.arizona.edu/,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
language administration,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/language-program-administration,metadata,1,https://www.arizona.edu/degree-search/majors/language-program-administration,P0 already #1,no (already #1),,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/language-program-administration
latin american studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/latin-american-studies,metadata,absent,https://clas.arizona.edu/ba-latin-american-studies/requirements,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/latin-american-studies
leadership and learning innovation community education,exact,https://www.arizona.edu/degree-search/majors/leadership-and-learning-innovation-community-education-emphasis,https://www.arizona.edu/degree-search/majors/leadership-and-learning-innovation-community-education-emphasis,metadata,11,https://education.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
"leadership and learning innovation leadership for equity, access and success in education",exact,https://www.arizona.edu/degree-search/majors/leadership-and-learning-innovation-leadership-for-equity-access-and-success-in-education-emphasis,https://www.arizona.edu/degree-search/majors/leadership-and-learning-innovation-leadership-for-equity-access-and-success-in-education-emphasis,metadata,2,https://education.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
legal information,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/legal-information,metadata,absent,https://law.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/legal-information
library and information science,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/library-and-information-science,metadata,absent,https://www.arizona.edu/libraries,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/library-and-information-science
linguistics,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/linguistics-dp,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,PHD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/linguistics-dp
linguistics academic & professional,exact,https://www.arizona.edu/degree-search/majors/linguistics-academic-professional-linguistics-emphasis,https://www.arizona.edu/degree-search/majors/linguistics-academic-professional-linguistics-emphasis,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
linguistics degree,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/linguistics-general-linguistics-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/linguistics-general-linguistics-emphasis
linguistics � native american languages & linguistics,exact,https://www.arizona.edu/degree-search/majors/linguistics-ma,https://www.arizona.edu/degree-search/majors/linguistics-ma,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
literacy learning and leadership community education,exact,https://www.arizona.edu/degree-search/majors/literacy-learning-and-leadership-community-education-emphasis,https://www.arizona.edu/degree-search/majors/literacy-learning-and-leadership-community-education-emphasis,metadata,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
literacy learning and leadership leadership for equity access and success in education,exact,https://www.arizona.edu/degree-search/majors/literacy-learning-and-leadership-leadership-for-equity-access-and-success-in-education-emphasis,https://www.arizona.edu/degree-search/majors/literacy-learning-and-leadership-leadership-for-equity-access-and-success-in-education-emphasis,metadata,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
live and immersive arts,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/live-and-immersive-arts,metadata,absent,https://giving.arizona.edu/support/arizonaartslive,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/live-and-immersive-arts
live and screened performance design and production,exact,https://www.arizona.edu/degree-search/majors/live-and-screened-performance-design-and-production-emphasis,https://www.arizona.edu/degree-search/majors/live-and-screened-performance-design-and-production-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/live-and-screened-performance-design-and-production-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
live and screened performance performance and directing,exact,https://www.arizona.edu/degree-search/majors/live-and-screened-performance-performance-and-directing-emphasis,https://www.arizona.edu/degree-search/majors/live-and-screened-performance-performance-and-directing-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/live-and-screened-performance-performance-and-directing-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
ma communication,exact,https://www.arizona.edu/degree-search/majors/communication-ma,https://www.arizona.edu/degree-search/majors/communication-ma,ahrefs,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
major astronomy,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/astronomy,ahrefs,absent,https://science.arizona.edu/,P1 all results off-topic,yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/astronomy
major for real estate,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/real-estate,ahrefs,17,https://www.arizona.edu/degree-search,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/real-estate
major in art,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/studio-art,ahrefs,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/studio-art
major in music composition,exact,https://www.arizona.edu/degree-search/majors/performance-composition-emphasis,https://www.arizona.edu/degree-search/majors/performance-composition-emphasis,ahrefs,4,https://www.arizona.edu/degree-search,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
majors at the university of arizona,exact,https://www.arizona.edu/degree-search/majors,https://www.arizona.edu/degree-search/majors,ahrefs,absent,https://www.arizona.edu/admissions,P1 all results off-topic,yes,,NAV,Unchanged — navigational/non-major,
majors at the university of arizona bs,exact,https://www.arizona.edu/degree-search/majors/computer-science-bs,https://www.arizona.edu/degree-search/majors/computer-science-bs,ahrefs,absent,https://www.arizona.edu/admissions,P1 all results off-topic,yes,yes,UG,Rule 2 — specific entity (kept),
majors in university of arizona,exact,https://www.arizona.edu/degree-search/majors/information-science-and-arts,https://www.arizona.edu/degree-search/majors/information-science-and-arts,ahrefs,absent,https://www.arizona.edu/admissions,P1 all results off-topic,yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
management information systems,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/management-information-systems,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/management-information-systems
management information systems ms,exact,https://www.arizona.edu/degree-search/majors/management-information-systems-ms,https://www.arizona.edu/degree-search/majors/management-information-systems-ms,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
management information systems university of arizona,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/management-information-systems-bsba,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/management-information-systems-bsba
management masters degrees,exact,https://www.arizona.edu/degree-search/majors/management-ms,https://www.arizona.edu/degree-search/majors/management-ms,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
marketing comprehensive marketing,exact,https://www.arizona.edu/degree-search/majors/marketing-comprehensive-marketing-emphasis,https://www.arizona.edu/degree-search/majors/marketing-comprehensive-marketing-emphasis,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
marketing major university of arizona,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/marketing,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/marketing
marketing sales,exact,https://www.arizona.edu/degree-search/majors/marketing-sales-emphasis,https://www.arizona.edu/degree-search/majors/marketing-sales-emphasis,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
marriage and family therapy,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/marriage-and-family-therapy,metadata,3,https://caps.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/marriage-and-family-therapy
master in russian,exact,https://www.arizona.edu/degree-search/majors/russian,https://www.arizona.edu/degree-search/majors/russian,ahrefs,absent,https://humanities.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 2 — REVIEW: specific term on base page,needs GRAD entity; no matching level page in dataset — verify
master of arts english,exact,https://www.arizona.edu/degree-search/majors/english-ma,https://www.arizona.edu/degree-search/majors/english-ma,ahrefs,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
master of arts in english,exact,https://www.arizona.edu/degree-search/majors/english-ma,https://www.arizona.edu/degree-search/majors/english-ma,ahrefs,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
master of fine arts programs near me,exact,https://www.arizona.edu/degree-search/majors/fine-arts-in-art,https://www.arizona.edu/degree-search/majors/fine-arts-in-art,ahrefs,1,https://www.arizona.edu/degree-search/majors/fine-arts-in-art,P0 already #1,no (already #1),,BASE,Rule 2 — REVIEW: specific term on base page,needs GRAD entity; no matching level page in dataset — verify
master of management degree,exact,https://www.arizona.edu/degree-search/majors/management-ms,https://www.arizona.edu/degree-search/majors/management-ms,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
master of science in chemistry,exact,https://www.arizona.edu/degree-search/majors/chemistry-ms,https://www.arizona.edu/degree-search/majors/chemistry-ms,ahrefs,absent,https://science.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
master of science in management,exact,https://www.arizona.edu/degree-search/majors/management-ms,https://www.arizona.edu/degree-search/majors/management-ms,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
masters degree art history,exact,https://www.arizona.edu/degree-search/majors/art-history-ma,https://www.arizona.edu/degree-search/majors/art-history-ma,ahrefs,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
masters degree in art history,exact,https://www.arizona.edu/degree-search/majors/art-history-ma,https://www.arizona.edu/degree-search/majors/art-history-ma,ahrefs,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
masters in education arizona,exact,https://www.arizona.edu/degree-search/majors/education-in-teaching-and-teacher-education,https://www.arizona.edu/degree-search/majors/education-in-teaching-and-teacher-education,ahrefs,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 2 — REVIEW: specific term on base page,needs GRAD entity; no matching level page in dataset — verify
masters in evolutionary biology,exact,https://www.arizona.edu/degree-search/majors/ecology-and-evolutionary-biology-ms,https://www.arizona.edu/degree-search/majors/ecology-and-evolutionary-biology-ms,ahrefs,4,https://eeb.arizona.edu/events/363-first-year-cohort-eeb-grad-students,"P2 target present, buried",yes,,GRAD,Rule 2 — specific entity (kept),
masters in indigenous studies,exact,https://www.arizona.edu/degree-search/majors/american-indian-studies-ma,https://www.arizona.edu/degree-search/majors/american-indian-studies-ma,ahrefs,absent,https://law.arizona.edu/events/14423-nalsa-indigenous-grad-student-mixer,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
masters of arts in english,exact,https://www.arizona.edu/degree-search/majors/english-ma,https://www.arizona.edu/degree-search/majors/english-ma,ahrefs,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
materials science & engineering,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/materials-science-and-engineering-ms,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/materials-science-and-engineering-ms
materials science and engineering fundamentals,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/materials-science-and-engineering-fundamentals,metadata,5,https://engineering.arizona.edu/index,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/materials-science-and-engineering-fundamentals
maternal and child health epidemiology,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/maternal-and-child-health-epidemiology,metadata,absent,https://publichealth.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/maternal-and-child-health-epidemiology
math education,exact,https://www.arizona.edu/degree-search/majors/mathematics-education-emphasis-ba,https://www.arizona.edu/degree-search/majors/mathematics-education-emphasis-ba,ahrefs,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
math education bs,exact,https://www.arizona.edu/degree-search/majors/mathematics-education-emphasis-bs,https://www.arizona.edu/degree-search/majors/mathematics-education-emphasis-bs,metadata,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,yes,EMPHASIS,Rule 2 — specific entity (kept),
mathematical economics,exact,https://www.arizona.edu/degree-search/majors/mathematics-economics-and-business-emphasis-bs,https://www.arizona.edu/degree-search/majors/mathematics-economics-and-business-emphasis-bs,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mathematics,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/mathematics-ma,metadata,absent,https://appliedmath.arizona.edu/admissions/application-procedures,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/mathematics-ma
mathematics comprehensive,exact,https://www.arizona.edu/degree-search/majors/mathematics-comprehensive-emphasis-bs,https://www.arizona.edu/degree-search/majors/mathematics-comprehensive-emphasis-bs,metadata,2,https://www.arizona.edu/degree-search/majors/mathematics-comprehensive-emphasis-ba,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mathematics computer science,exact,https://www.arizona.edu/degree-search/majors/mathematics-computer-science-emphasis-ba,https://www.arizona.edu/degree-search/majors/mathematics-computer-science-emphasis-ba,metadata,7,https://science.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mathematics computer science bs,exact,https://www.arizona.edu/degree-search/majors/mathematics-computer-science-emphasis-bs,https://www.arizona.edu/degree-search/majors/mathematics-computer-science-emphasis-bs,metadata,4,https://science.arizona.edu/,"P2 target present, buried",yes,yes,EMPHASIS,Rule 2 — specific entity (kept),
mathematics education,exact,https://www.arizona.edu/degree-search/majors/mathematics-education-emphasis-ba,https://www.arizona.edu/degree-search/majors/mathematics-education-emphasis-ba,ahrefs,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mathematics for business and economics,exact,https://www.arizona.edu/degree-search/majors/mathematics-economics-and-business-emphasis-ba,https://www.arizona.edu/degree-search/majors/mathematics-economics-and-business-emphasis-ba,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mathematics life sciences,exact,https://www.arizona.edu/degree-search/majors/mathematics-life-sciences-emphasis-ba,https://www.arizona.edu/degree-search/majors/mathematics-life-sciences-emphasis-ba,metadata,2,https://www.arizona.edu/degree-search/majors/mathematics-life-sciences-emphasis-bs,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mathematics life sciences bs,exact,https://www.arizona.edu/degree-search/majors/mathematics-life-sciences-emphasis-bs,https://www.arizona.edu/degree-search/majors/mathematics-life-sciences-emphasis-bs,metadata,1,https://www.arizona.edu/degree-search/majors/mathematics-life-sciences-emphasis-bs,P0 already #1,no (already #1),yes,EMPHASIS,Rule 2 — specific entity (kept),
mathematics ms,exact,https://www.arizona.edu/degree-search/majors/mathematics-ms,https://www.arizona.edu/degree-search/majors/mathematics-ms,metadata,absent,https://appliedmath.arizona.edu/admissions/application-procedures,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
mathematics phd,exact,https://www.arizona.edu/degree-search/majors/mathematics-dp,https://www.arizona.edu/degree-search/majors/mathematics-dp,metadata,absent,https://appliedmath.arizona.edu/admissions/application-procedures,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
mathematics probability and statistics,exact,https://www.arizona.edu/degree-search/majors/mathematics-probability-and-statistics-emphasis-ba,https://www.arizona.edu/degree-search/majors/mathematics-probability-and-statistics-emphasis-ba,metadata,2,https://appliedmath.arizona.edu/statistics-probability,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
mba university of arizona,exact,https://www.arizona.edu/degree-search/majors/business-administration-mba,https://www.arizona.edu/degree-search/majors/business-administration-mba,ahrefs,2,https://eller.arizona.edu/,"P2 target present, buried",yes,,GRAD,Rule 2 — specific entity (kept),
mechanical engineering,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/mechanical-engineering,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/mechanical-engineering
mechanical engineering ms,exact,https://www.arizona.edu/degree-search/majors/mechanical-engineering-ms,https://www.arizona.edu/degree-search/majors/mechanical-engineering-ms,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
mechanical engineering phd,exact,https://www.arizona.edu/degree-search/majors/mechanical-engineering-dp,https://www.arizona.edu/degree-search/majors/mechanical-engineering-dp,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
mechanical engineering study,exact,https://www.arizona.edu/degree-search/majors/mechanical-engineering-bsme,https://www.arizona.edu/degree-search/majors/mechanical-engineering-bsme,ahrefs,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,UG,Rule 2 — specific entity (kept),
mechanical engineering university of arizona,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/mechanical-engineering-bsme,ahrefs,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/mechanical-engineering-bsme
medical anthropology,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/medical-anthropology,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/medical-anthropology
medical device development and application biotech/pharma,exact,https://www.arizona.edu/degree-search/majors/medical-device-development-and-application-biotech-pharma-emphasis,https://www.arizona.edu/degree-search/majors/medical-device-development-and-application-biotech-pharma-emphasis,metadata,4,https://www.arizona.edu/admissions/apply,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medical device development and application business and marketing/media,exact,https://www.arizona.edu/degree-search/majors/medical-device-development-and-application-business-and-marketing-media-emphasis,https://www.arizona.edu/degree-search/majors/medical-device-development-and-application-business-and-marketing-media-emphasis,metadata,5,https://www.arizona.edu/admissions/apply,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medical device development and application device,exact,https://www.arizona.edu/degree-search/majors/medical-device-development-and-application-device-emphasis,https://www.arizona.edu/degree-search/majors/medical-device-development-and-application-device-emphasis,metadata,4,https://www.arizona.edu/admissions/apply,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medical device development and application regulatory-law-government,exact,https://www.arizona.edu/degree-search/majors/medical-device-development-and-application-regulatory-law-government-emphasis,https://www.arizona.edu/degree-search/majors/medical-device-development-and-application-regulatory-law-government-emphasis,metadata,4,https://www.arizona.edu/admissions/apply,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
medical pharmacology,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/medical-pharmacology-ms,metadata,8,https://www.pharmacy.arizona.edu/,"P2 target present, buried",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/medical-pharmacology-ms
